Date,SKU,Product Name,Category,Units Sold,Unit Cost,Unit Price,Inventory On Hand,Revenue,COGS,Gross Margin %,Discount,Net Profit
2025-12-22,SKU-HOU-115,Rice 5lb,Household,23,6.98,8.62,14,198.24,160.48,19.05,16.02,21.75
2025-09-23,SKU-HOU-091,Whole Milk 1gal,Household,8,15.69,27.30,21,218.42,125.53,42.53,6.79,86.10
2025-01-22,SKU-BAK-021,Soda 12oz 6pk,Bakery,8,10.71,14.97,213,119.72,85.65,28.46,14.23,19.84
2025-02-26,SKU-MET-052,Salmon Fillet (lb),Meat,25,6.79,12.70,9,317.47,169.67,46.55,15.48,132.32
2025-06-07,SKU-PAN-009,Apples (3lb bag),Pantry,9,13.02,21.83,46,196.45,117.17,40.36,0.65,78.63
2025-06-25,SKU-HOU-046,Orange Juice 1L,Household,7,1.71,3.21,171,22.47,11.94,46.86,2.63,7.90
2025-04-03,SKU-BAK-038,Orange Juice 1L,Bakery,23,10.26,13.72,42,315.65,236.08,25.21,56.17,23.40
2025-10-10,SKU-MET-083,Olive Oil 1L,Meat,24,12.07,15.85,178,380.37,289.73,23.83,46.62,44.02
2025-05-25,SKU-PRD-064,Eggs 12ct,Produce,7,15.93,19.19,83,134.31,111.50,16.98,8.17,14.64
2025-01-21,SKU-BAK-023,Chicken Breast (lb),Bakery,4,11.31,17.55,119,70.19,45.25,35.52,3.23,21.70
2025-05-24,SKU-FRZ-089,Eggs 12ct,Frozen,21,7.93,16.47,173,345.90,166.52,51.86,41.79,137.59
2025-11-13,SKU-SNK-095,Eggs 12ct,Snacks,2,16.09,33.12,8,66.25,32.17,51.44,9.99,24.08
2025-01-07,SKU-BEV-020,Sourdough Bread,Beverages,4,1.37,2.79,189,11.14,5.48,50.81,1.38,4.28
2025-09-17,SKU-DRY-027,Dish Soap 24oz,Dairy,9,14.91,19.48,29,175.33,134.15,23.49,15.67,25.51
2025-02-04,SKU-SNK-084,Whole Milk 1gal,Snacks,5,11.93,23.09,121,115.45,59.64,48.34,5.75,50.06
2025-02-22,SKU-PRD-035,Ground Beef 1lb,Produce,9,1.92,3.87,144,34.85,17.26,50.47,1.74,15.85
2025-06-12,SKU-BEV-001,Rice 5lb,Beverages,8,4.35,6.59,17,52.75,34.82,34.00,3.93,14.01
2025-10-08,SKU-SNK-098,Pasta 16oz,Snacks,25,14.03,21.33,160,533.29,350.82,34.22,57.08,125.39
2025-12-28,SKU-SEA-038,Pasta 16oz,Seafood,13,3.10,4.72,186,61.37,40.32,34.30,4.85,16.20
2025-02-25,SKU-BEV-055,Orange Juice 1L,Beverages,11,9.06,15.45,164,169.91,99.66,41.34,11.30,58.95
2025-12-06,SKU-DRY-020,Greek Yogurt 4pk,Dairy,10,15.09,22.58,89,225.75,150.94,33.14,27.63,47.19
2025-12-23,SKU-MET-029,Sourdough Bread,Meat,7,8.82,14.55,124,101.82,61.77,39.34,1.56,38.50
2025-09-02,SKU-PAN-012,Laundry Detergent 64oz,Pantry,11,4.02,7.05,42,77.59,44.24,42.99,13.29,20.06
2025-02-15,SKU-BEV-113,Soda 12oz 6pk,Beverages,23,17.39,24.44,6,562.05,399.89,28.85,21.23,140.94
2025-08-18,SKU-PRD-082,Olive Oil 1L,Produce,20,8.55,13.59,107,271.72,170.90,37.11,1.43,99.39
2025-12-04,SKU-PRD-100,Soda 12oz 6pk,Produce,22,14.92,24.07,213,529.54,328.32,38.00,86.88,114.34
2025-04-20,SKU-BAK-110,Paper Towels 6ct,Bakery,10,1.62,2.42,47,24.19,16.15,33.21,0.27,7.76
2025-02-11,SKU-PRD-013,Orange Juice 1L,Produce,28,11.80,20.57,46,575.95,330.48,42.62,65.24,180.23
2025-01-10,SKU-PAN-092,Whole Milk 1gal,Pantry,10,15.73,22.22,181,222.22,157.35,29.19,21.96,42.92
2025-11-09,SKU-SNK-052,Laundry Detergent 64oz,Snacks,6,13.99,22.03,148,132.18,83.92,36.51,23.23,25.03
2025-04-06,SKU-MET-030,Paper Towels 6ct,Meat,3,3.29,4.62,173,13.85,9.88,28.69,1.84,2.13
2025-06-20,SKU-SNK-099,Apples (3lb bag),Snacks,30,5.87,8.03,53,240.93,176.05,26.93,21.36,43.52
2025-09-06,SKU-SEA-078,Rice 5lb,Seafood,10,12.46,23.34,216,233.44,124.60,46.63,6.41,102.43
2025-07-28,SKU-FRZ-120,Whole Milk 1gal,Frozen,27,16.69,20.55,122,554.97,450.53,18.82,81.62,22.82
2025-08-28,SKU-BEV-023,Bananas (lb),Beverages,27,5.78,10.09,172,272.49,156.19,42.68,19.57,96.74
2025-08-03,SKU-HOU-058,Orange Juice 1L,Household,7,14.70,24.23,113,169.60,102.87,39.35,25.50,41.23
2025-04-13,SKU-BEV-025,Sourdough Bread,Beverages,28,1.92,3.62,50,101.28,53.64,47.04,13.93,33.71
2025-05-24,SKU-MET-104,Bananas (lb),Meat,1,13.17,21.82,207,21.82,13.17,39.64,3.26,5.39
2025-03-12,SKU-FRZ-016,Frozen Pizza,Frozen,21,11.32,20.60,56,432.58,237.69,45.05,27.85,167.03
2025-07-18,SKU-BEV-051,Ground Beef 1lb,Beverages,8,9.16,14.71,142,117.69,73.26,37.75,14.51,29.92
2025-02-17,SKU-BEV-055,Paper Towels 6ct,Beverages,9,4.76,9.52,208,85.72,42.86,50.00,3.99,38.87
2025-04-13,SKU-BEV-053,Frozen Pizza,Beverages,4,6.33,8.99,79,35.95,25.30,29.63,4.77,5.88
2025-01-21,SKU-MET-097,Greek Yogurt 4pk,Meat,20,17.75,33.65,17,673.05,355.06,47.25,55.63,262.36
2025-06-18,SKU-HOU-108,Granola Bars 12ct,Household,15,5.94,9.67,167,145.03,89.03,38.61,4.17,51.83
2025-04-03,SKU-BAK-054,Whole Milk 1gal,Bakery,23,14.26,20.86,89,479.73,327.94,31.64,35.65,116.15
2025-03-13,SKU-SNK-070,Olive Oil 1L,Snacks,19,17.86,36.84,100,699.93,339.32,51.52,92.92,267.70
2025-04-15,SKU-BAK-082,Chicken Breast (lb),Bakery,2,6.96,8.42,69,16.85,13.93,17.32,1.61,1.31
2025-09-20,SKU-BEV-073,Ground Beef 1lb,Beverages,2,12.54,24.56,89,49.11,25.07,48.95,8.73,15.31
2025-09-07,SKU-FRZ-023,Rice 5lb,Frozen,13,8.95,14.82,187,192.62,116.29,39.63,5.97,70.36
2025-02-11,SKU-HOU-066,Granola Bars 12ct,Household,20,17.02,23.56,9,471.12,340.36,27.76,75.58,55.18
2025-02-22,SKU-SNK-027,Paper Towels 6ct,Snacks,6,5.89,11.92,44,71.54,35.36,50.58,3.44,32.74
2025-03-28,SKU-PRD-117,Orange Juice 1L,Produce,5,6.03,8.86,206,44.32,30.14,32.00,6.67,7.52
2025-08-09,SKU-PAN-066,Whole Milk 1gal,Pantry,7,1.66,2.51,137,17.60,11.60,34.09,1.48,4.52
2025-03-20,SKU-PAN-036,Bananas (lb),Pantry,2,15.53,28.12,165,56.23,31.07,44.75,6.10,19.06
2025-06-18,SKU-BEV-018,Greek Yogurt 4pk,Beverages,9,17.52,24.72,54,222.52,157.71,29.13,3.83,60.98
2025-09-07,SKU-HOU-056,Greek Yogurt 4pk,Household,14,7.52,11.02,102,154.23,105.34,31.70,16.92,31.97
2025-12-16,SKU-BEV-069,Dish Soap 24oz,Beverages,14,1.90,3.55,86,49.68,26.58,46.51,5.42,17.69
2025-06-10,SKU-SEA-116,Bananas (lb),Seafood,26,1.71,2.98,122,77.56,44.57,42.53,4.01,28.98
2025-02-18,SKU-PAN-093,Eggs 12ct,Pantry,5,17.64,35.79,51,178.97,88.18,50.73,19.70,71.10
2025-04-27,SKU-FRZ-004,Salmon Fillet (lb),Frozen,1,10.09,15.02,148,15.02,10.09,32.84,1.40,3.54
2025-12-19,SKU-SEA-022,Orange Juice 1L,Seafood,27,6.30,10.56,151,285.08,170.16,40.31,14.49,100.43
2025-12-08,SKU-FRZ-114,Whole Milk 1gal,Frozen,22,3.46,7.09,44,155.93,76.11,51.19,13.17,66.65
2025-09-21,SKU-SEA-115,Bananas (lb),Seafood,6,8.11,14.75,78,88.49,48.63,45.04,4.61,35.25
2025-08-05,SKU-BEV-065,Orange Juice 1L,Beverages,7,5.79,11.04,193,77.26,40.54,47.52,8.98,27.74
2025-12-05,SKU-HOU-069,Potato Chips 8oz,Household,8,8.29,16.17,207,129.37,66.35,48.71,14.89,48.13
2025-08-24,SKU-HOU-078,Olive Oil 1L,Household,20,10.80,21.65,104,432.98,216.07,50.10,54.89,162.02
2025-09-07,SKU-FRZ-016,Apples (3lb bag),Frozen,23,13.48,25.05,206,576.26,310.07,46.19,23.69,242.50
2025-01-28,SKU-SNK-010,Bananas (lb),Snacks,23,4.14,5.24,0,120.50,95.18,21.01,16.17,9.15
2025-02-10,SKU-BEV-054,Eggs 12ct,Beverages,18,11.59,15.42,157,277.64,208.55,24.88,23.50,45.58
2025-04-25,SKU-PAN-055,Granola Bars 12ct,Pantry,30,7.78,11.43,171,342.97,233.28,31.98,11.15,98.54
2025-03-07,SKU-FRZ-081,Apples (3lb bag),Frozen,26,13.16,19.79,195,514.62,342.14,33.52,24.59,147.90
2025-06-13,SKU-BEV-007,Sourdough Bread,Beverages,18,1.05,1.61,8,29.05,18.92,34.87,1.26,8.87
2025-06-30,SKU-PRD-068,Ground Beef 1lb,Produce,23,14.63,30.01,53,690.19,336.52,51.24,105.32,248.35
2025-01-16,SKU-HOU-025,Sourdough Bread,Household,4,13.65,16.93,184,67.70,54.59,19.37,7.81,5.30
2025-04-20,SKU-BEV-002,Salmon Fillet (lb),Beverages,26,11.42,23.58,131,612.96,296.82,51.58,58.12,258.02
2025-06-12,SKU-SEA-045,Rice 5lb,Seafood,8,13.65,24.10,140,192.79,109.17,43.37,15.03,68.59
2025-05-13,SKU-HOU-058,Dish Soap 24oz,Household,19,7.29,10.53,164,199.98,138.43,30.78,0.74,60.81
2025-12-10,SKU-BEV-036,Soda 12oz 6pk,Beverages,19,17.60,26.78,197,508.83,334.34,34.29,88.56,85.93
2025-01-30,SKU-MET-012,Chicken Breast (lb),Meat,18,14.56,29.51,56,531.23,262.13,50.66,55.11,213.99
2025-09-21,SKU-DRY-097,Pasta 16oz,Dairy,16,12.80,21.09,155,337.41,204.73,39.32,33.67,99.01
2025-10-23,SKU-DRY-087,Bananas (lb),Dairy,4,11.23,22.26,196,89.04,44.92,49.55,2.66,41.46
2025-01-18,SKU-PRD-047,Orange Juice 1L,Produce,23,3.35,4.69,77,107.76,77.00,28.55,0.19,30.57
2025-07-07,SKU-FRZ-009,Ground Beef 1lb,Frozen,6,5.77,7.09,49,42.53,34.63,18.58,4.94,2.96
2025-01-04,SKU-SNK-052,Greek Yogurt 4pk,Snacks,8,7.34,14.91,55,119.24,58.75,50.73,19.90,40.59
2025-04-18,SKU-SEA-086,Chicken Breast (lb),Seafood,2,6.04,7.46,178,14.92,12.08,19.07,0.13,2.72
2025-09-20,SKU-BAK-091,Eggs 12ct,Bakery,25,16.18,32.04,3,801.02,404.40,49.51,90.46,306.17
2025-09-27,SKU-BAK-028,Chicken Breast (lb),Bakery,3,2.13,4.22,66,12.67,6.38,49.62,1.39,4.90
2025-01-08,SKU-MET-037,Paper Towels 6ct,Meat,4,2.86,5.05,0,20.21,11.43,43.45,3.17,5.61
2025-06-14,SKU-BAK-016,Potato Chips 8oz,Bakery,27,10.51,19.38,215,523.19,283.89,45.74,37.89,201.42
2025-05-30,SKU-BAK-071,Salmon Fillet (lb),Bakery,12,13.87,20.01,47,240.09,166.38,30.70,13.53,60.17
2025-02-18,SKU-HOU-100,Dish Soap 24oz,Household,12,16.08,26.81,145,321.70,193.01,40.00,45.91,82.77
2025-10-31,SKU-DRY-104,Granola Bars 12ct,Dairy,23,15.49,24.40,125,561.12,356.21,36.52,20.31,184.61
2025-02-20,SKU-PRD-017,Paper Towels 6ct,Produce,7,17.40,25.89,18,181.26,121.83,32.79,2.14,57.29
2025-01-28,SKU-PRD-081,Olive Oil 1L,Produce,5,4.21,6.76,19,33.78,21.03,37.74,4.60,8.15
2025-08-04,SKU-BEV-012,Ground Beef 1lb,Beverages,16,12.84,26.70,93,427.27,205.37,51.93,50.78,171.12
2025-10-10,SKU-BAK-041,Granola Bars 12ct,Bakery,5,11.57,17.59,211,87.97,57.87,34.22,2.33,27.77
2025-07-25,SKU-HOU-011,Paper Towels 6ct,Household,16,14.17,26.88,176,430.05,226.72,47.28,34.72,168.61
2025-05-17,SKU-MET-038,Orange Juice 1L,Meat,27,9.50,18.57,182,501.50,256.52,48.85,12.87,232.11
2025-07-01,SKU-HOU-111,Apples (3lb bag),Household,7,13.66,16.94,160,118.61,95.64,19.37,4.85,18.12
2025-08-11,SKU-SNK-064,Dish Soap 24oz,Snacks,16,9.35,16.18,158,258.95,149.54,42.25,13.49,95.92
2025-08-17,SKU-PAN-073,Orange Juice 1L,Pantry,27,17.44,32.65,69,881.65,470.94,46.58,119.60,291.11
2025-11-17,SKU-SNK-079,Orange Juice 1L,Snacks,4,5.05,9.13,153,36.52,20.20,44.69,0.10,16.22
2025-12-24,SKU-MET-032,Apples (3lb bag),Meat,15,12.71,22.02,148,330.29,190.64,42.28,39.77,99.88
2025-04-22,SKU-DRY-090,Granola Bars 12ct,Dairy,17,15.34,24.34,34,413.79,260.75,36.99,38.69,114.36
2025-11-14,SKU-BAK-075,Frozen Pizza,Bakery,15,12.95,19.45,162,291.76,194.22,33.43,12.18,85.37
2025-08-11,SKU-MET-061,Dish Soap 24oz,Meat,15,5.68,9.85,202,147.80,85.22,42.34,12.06,50.52
2025-06-03,SKU-FRZ-032,Eggs 12ct,Frozen,7,7.33,9.70,123,67.87,51.32,24.39,4.44,12.11
2025-03-17,SKU-SNK-069,Laundry Detergent 64oz,Snacks,11,10.11,15.64,78,172.08,111.19,35.38,14.90,45.98
2025-02-24,SKU-BEV-112,Olive Oil 1L,Beverages,16,16.53,20.55,195,328.85,264.41,19.59,36.34,28.10
2025-01-10,SKU-MET-080,Eggs 12ct,Meat,19,3.54,6.21,141,117.96,67.26,42.99,3.04,47.66
2025-04-30,SKU-PAN-006,Salmon Fillet (lb),Pantry,15,14.43,20.54,91,308.14,216.39,29.77,44.71,47.03
2025-11-09,SKU-SEA-006,Bananas (lb),Seafood,8,10.32,21.01,155,168.06,82.57,50.87,25.43,60.07
2025-10-27,SKU-PRD-008,Pasta 16oz,Produce,10,10.90,21.13,73,211.29,108.98,48.42,28.60,73.71
2025-07-06,SKU-FRZ-029,Chicken Breast (lb),Frozen,15,15.00,30.51,206,457.66,224.94,50.85,29.54,203.18
2025-09-11,SKU-FRZ-062,Dish Soap 24oz,Frozen,8,11.83,18.66,189,149.30,94.67,36.59,14.51,40.12
2025-04-07,SKU-DRY-088,Eggs 12ct,Dairy,28,15.57,32.31,174,904.59,436.09,51.79,54.92,413.58
2025-05-20,SKU-DRY-106,Bananas (lb),Dairy,20,15.97,26.01,48,520.16,319.32,38.61,68.00,132.84
2025-09-18,SKU-PRD-052,Pasta 16oz,Produce,17,4.98,9.21,125,156.52,84.58,45.96,16.59,55.35
2025-07-13,SKU-PAN-083,Ground Beef 1lb,Pantry,12,2.91,5.25,128,63.01,34.89,44.62,1.14,26.97
2025-09-17,SKU-MET-102,Potato Chips 8oz,Meat,16,10.17,18.60,136,297.62,162.73,45.32,21.40,113.48
2025-05-29,SKU-DRY-019,Sourdough Bread,Dairy,2,13.00,26.09,195,52.17,25.99,50.18,7.72,18.46
2025-10-19,SKU-SNK-030,Olive Oil 1L,Snacks,1,0.85,1.13,8,1.13,0.85,24.61,0.00,0.27
2025-06-15,SKU-SNK-020,Whole Milk 1gal,Snacks,28,6.45,12.98,176,363.51,180.51,50.34,48.90,134.10
2025-03-10,SKU-SNK-054,Soda 12oz 6pk,Snacks,26,10.42,14.08,35,366.14,270.99,25.99,46.19,48.96
2025-01-14,SKU-DRY-096,Potato Chips 8oz,Dairy,15,7.14,13.97,0,209.53,107.04,48.92,26.42,76.08
2025-02-24,SKU-BAK-051,Chicken Breast (lb),Bakery,3,12.26,18.93,168,56.79,36.77,35.25,4.19,15.83
2025-04-02,SKU-FRZ-120,Bananas (lb),Frozen,19,17.09,26.55,153,504.47,324.62,35.65,32.46,147.38
2025-03-25,SKU-PRD-015,Greek Yogurt 4pk,Produce,3,6.95,12.09,1,36.28,20.86,42.50,2.56,12.86
2025-03-25,SKU-FRZ-024,Bananas (lb),Frozen,23,8.66,16.21,84,372.73,199.11,46.58,58.11,115.50
2025-07-21,SKU-SEA-015,Sourdough Bread,Seafood,8,2.28,3.56,171,28.50,18.20,36.12,2.98,7.31
2025-06-27,SKU-PRD-056,Soda 12oz 6pk,Produce,17,11.16,13.46,65,228.84,189.78,17.07,26.90,12.15
2025-04-23,SKU-BAK-056,Paper Towels 6ct,Bakery,2,10.05,19.53,20,39.07,20.10,48.55,6.47,12.49
2025-06-21,SKU-FRZ-038,Dish Soap 24oz,Frozen,24,4.52,8.02,2,192.39,108.54,43.58,1.20,82.66
2025-02-25,SKU-PRD-029,Laundry Detergent 64oz,Produce,7,17.97,27.63,76,193.41,125.76,34.98,21.65,46.00
2025-01-14,SKU-BAK-058,Rice 5lb,Bakery,16,10.88,17.59,219,281.51,174.06,38.17,44.30,63.15
2025-10-04,SKU-BEV-060,Potato Chips 8oz,Beverages,20,8.89,15.06,63,301.26,177.86,40.96,18.89,104.51
2025-10-01,SKU-FRZ-019,Greek Yogurt 4pk,Frozen,23,5.12,8.11,130,186.61,117.70,36.93,31.95,36.97
2025-11-30,SKU-BEV-025,Pasta 16oz,Beverages,8,15.53,23.12,101,184.97,124.27,32.82,16.98,43.72
2025-04-24,SKU-BEV-098,Sourdough Bread,Beverages,20,4.89,8.77,63,175.40,97.88,44.20,8.18,69.34
2025-02-28,SKU-PRD-079,Chicken Breast (lb),Produce,17,15.88,31.61,135,537.35,270.01,49.75,2.88,264.46
2025-04-23,SKU-FRZ-061,Ground Beef 1lb,Frozen,10,14.78,20.84,169,208.45,147.84,29.08,36.87,23.74
2025-04-03,SKU-FRZ-017,Salmon Fillet (lb),Frozen,13,15.43,20.93,80,272.04,200.58,26.27,18.25,53.20
2025-01-31,SKU-BEV-033,Pasta 16oz,Beverages,11,6.55,10.68,211,117.46,72.06,38.65,2.27,43.13
2025-05-20,SKU-SNK-026,Potato Chips 8oz,Snacks,3,9.75,13.35,35,40.04,29.24,26.99,2.23,8.57
2025-12-07,SKU-PAN-027,Pasta 16oz,Pantry,8,5.98,11.95,209,95.63,47.86,49.95,9.30,38.47
2025-08-02,SKU-PAN-070,Eggs 12ct,Pantry,1,2.79,3.85,205,3.85,2.79,27.40,0.40,0.65
2025-01-16,SKU-DRY-070,Soda 12oz 6pk,Dairy,7,17.02,35.20,16,246.43,119.14,51.65,3.50,123.79
2025-06-27,SKU-PRD-059,Frozen Pizza,Produce,15,6.11,11.22,166,168.23,91.59,45.56,15.95,60.68
2025-10-23,SKU-BAK-024,Rice 5lb,Bakery,13,8.97,13.27,197,172.49,116.67,32.36,13.55,42.27
2025-01-02,SKU-SNK-080,Ground Beef 1lb,Snacks,15,8.35,11.82,150,177.27,125.32,29.31,16.63,35.33
2025-11-03,SKU-MET-098,Paper Towels 6ct,Meat,29,3.77,5.47,142,158.64,109.20,31.16,13.39,36.05
2025-05-04,SKU-HOU-049,Olive Oil 1L,Household,8,2.12,3.02,220,24.12,16.93,29.80,4.23,2.95
2025-09-01,SKU-MET-004,Paper Towels 6ct,Meat,17,4.37,5.36,38,91.14,74.34,18.43,14.93,1.87
2025-03-07,SKU-DRY-038,Frozen Pizza,Dairy,26,11.58,17.79,135,462.51,301.18,34.88,5.48,155.85
2025-03-10,SKU-SNK-081,Dish Soap 24oz,Snacks,18,17.53,33.35,3,600.27,315.48,47.44,80.62,204.17
2025-01-14,SKU-SNK-017,Greek Yogurt 4pk,Snacks,2,9.68,18.07,197,36.13,19.36,46.43,4.26,12.52
2025-02-02,SKU-PAN-036,Olive Oil 1L,Pantry,19,5.81,8.74,107,166.11,110.41,33.53,24.30,31.40
2025-03-10,SKU-MET-093,Apples (3lb bag),Meat,16,17.20,21.42,68,342.73,275.18,19.71,40.15,27.40
2025-05-14,SKU-SEA-002,Paper Towels 6ct,Seafood,24,15.21,21.18,84,508.22,364.97,28.19,57.55,85.70
2025-02-19,SKU-BAK-078,Laundry Detergent 64oz,Bakery,27,13.19,20.36,159,549.63,356.04,35.22,9.45,184.14
2025-06-08,SKU-PRD-077,Eggs 12ct,Produce,17,4.46,9.29,117,157.97,75.82,52.00,25.15,57.00
2025-09-20,SKU-PAN-094,Dish Soap 24oz,Pantry,29,14.00,17.52,96,508.01,406.10,20.06,60.40,41.50
2025-02-24,SKU-HOU-116,Ground Beef 1lb,Household,21,12.37,25.51,88,535.74,259.84,51.50,17.46,258.44
2025-11-24,SKU-SNK-077,Potato Chips 8oz,Snacks,15,4.33,5.44,166,81.57,64.88,20.46,10.23,6.45
2025-01-21,SKU-DRY-100,Dish Soap 24oz,Dairy,4,6.33,7.74,5,30.98,25.32,18.27,2.30,3.36
2025-03-14,SKU-PAN-028,Orange Juice 1L,Pantry,14,4.99,9.43,197,132.06,69.92,47.05,18.84,43.29
2025-02-23,SKU-PAN-081,Salmon Fillet (lb),Pantry,5,14.97,24.95,188,124.77,74.86,40.01,21.76,28.16
2025-04-03,SKU-SNK-083,Orange Juice 1L,Snacks,26,0.82,1.67,18,43.51,21.42,50.77,0.29,21.80
2025-10-14,SKU-MET-117,Sourdough Bread,Meat,12,14.72,27.92,115,335.07,176.67,47.27,15.02,143.39
2025-03-21,SKU-FRZ-078,Paper Towels 6ct,Frozen,12,2.69,3.89,95,46.66,32.27,30.84,2.18,12.21
2025-05-21,SKU-HOU-095,Frozen Pizza,Household,9,14.26,18.06,8,162.50,128.31,21.04,4.58,29.61
2025-03-16,SKU-FRZ-042,Whole Milk 1gal,Frozen,26,14.11,26.26,129,682.73,366.76,46.28,111.36,204.61
2025-09-05,SKU-SEA-037,Ground Beef 1lb,Seafood,22,7.49,14.92,159,328.13,164.69,49.81,41.01,122.43
2025-12-31,SKU-SNK-073,Paper Towels 6ct,Snacks,27,15.59,26.96,180,727.80,421.03,42.15,87.58,219.20
2025-02-21,SKU-HOU-063,Whole Milk 1gal,Household,9,10.45,19.92,193,179.26,94.05,47.54,2.46,82.76
2025-12-02,SKU-DRY-060,Greek Yogurt 4pk,Dairy,16,17.78,29.38,97,470.12,284.47,39.49,19.32,166.33
2025-04-19,SKU-PAN-120,Ground Beef 1lb,Pantry,14,14.05,27.19,171,380.63,196.73,48.31,66.48,117.42
2025-04-24,SKU-FRZ-063,Paper Towels 6ct,Frozen,29,17.30,21.21,69,615.00,501.72,18.42,78.69,34.59
2025-10-30,SKU-DRY-065,Pasta 16oz,Dairy,7,15.44,23.24,32,162.71,108.08,33.57,2.47,52.16
2025-03-08,SKU-HOU-067,Rice 5lb,Household,22,3.08,3.93,53,86.39,67.77,21.55,6.91,11.71
2025-09-03,SKU-MET-052,Bananas (lb),Meat,4,13.38,27.58,83,110.31,53.53,51.47,0.43,56.35
2025-12-31,SKU-MET-016,Pasta 16oz,Meat,27,11.23,19.65,75,530.43,303.31,42.82,56.44,170.67
2025-02-22,SKU-SEA-096,Salmon Fillet (lb),Seafood,17,16.07,24.44,190,415.51,273.24,34.24,34.39,107.88
2025-07-08,SKU-BAK-087,Granola Bars 12ct,Bakery,16,5.13,10.43,169,166.91,82.11,50.80,3.31,81.49
2025-01-08,SKU-PRD-021,Salmon Fillet (lb),Produce,26,3.99,5.51,41,143.29,103.74,27.60,0.42,39.14
2025-12-25,SKU-HOU-024,Laundry Detergent 64oz,Household,4,9.01,11.82,119,47.26,36.03,23.76,7.79,3.44
2025-03-19,SKU-MET-120,Frozen Pizza,Meat,23,17.49,26.81,188,616.64,402.20,34.77,71.03,143.40
2025-09-13,SKU-BEV-087,Laundry Detergent 64oz,Beverages,28,11.34,21.16,14,592.51,317.51,46.41,106.46,168.54
2025-12-29,SKU-SEA-016,Bananas (lb),Seafood,1,2.71,3.35,79,3.35,2.71,19.24,0.49,0.15
2025-06-16,SKU-MET-023,Salmon Fillet (lb),Meat,20,15.70,24.60,139,491.97,314.10,36.16,16.66,161.21
2025-01-28,SKU-HOU-071,Potato Chips 8oz,Household,15,1.14,1.75,182,26.32,17.09,35.10,3.80,5.44
2025-08-31,SKU-PRD-113,Pasta 16oz,Produce,15,17.46,35.27,9,529.10,261.85,50.51,56.36,210.89
2025-08-07,SKU-BAK-041,Ground Beef 1lb,Bakery,1,15.30,18.40,184,18.40,15.30,16.85,0.28,2.82
2025-11-29,SKU-BAK-063,Potato Chips 8oz,Bakery,12,10.81,17.25,140,207.04,129.72,37.35,27.86,49.45
2025-11-28,SKU-MET-098,Bananas (lb),Meat,23,14.35,24.88,107,572.25,330.09,42.32,79.84,162.31
2025-12-15,SKU-PRD-111,Orange Juice 1L,Produce,23,9.79,15.43,6,354.88,225.17,36.55,7.79,121.92
2025-06-12,SKU-HOU-120,Pasta 16oz,Household,14,9.30,18.76,56,262.63,130.25,50.41,22.00,110.39
2025-12-17,SKU-PRD-040,Whole Milk 1gal,Produce,5,3.22,5.42,203,27.10,16.09,40.60,4.49,6.52
2025-01-17,SKU-PAN-073,Apples (3lb bag),Pantry,15,17.51,30.45,148,456.74,262.62,42.50,31.36,162.77
2025-10-09,SKU-BEV-077,Eggs 12ct,Beverages,24,3.04,4.51,100,108.20,72.94,32.59,2.20,33.06
2025-03-11,SKU-PRD-023,Salmon Fillet (lb),Produce,10,1.46,2.65,219,26.54,14.55,45.15,0.21,11.77
2025-06-17,SKU-PAN-111,Rice 5lb,Pantry,22,12.10,18.49,131,406.75,266.27,34.54,39.58,100.90
2025-05-16,SKU-SEA-033,Laundry Detergent 64oz,Seafood,19,13.73,23.08,74,438.61,260.85,40.53,58.70,119.06
2025-01-31,SKU-PAN-016,Bananas (lb),Pantry,24,15.18,19.47,186,467.34,364.25,22.06,72.72,30.37
2025-09-18,SKU-PRD-067,Greek Yogurt 4pk,Produce,15,17.91,27.79,199,416.80,268.62,35.55,71.62,76.56
2025-11-26,SKU-HOU-005,Paper Towels 6ct,Household,26,14.97,22.19,80,576.95,389.10,32.56,2.46,185.39
2025-08-27,SKU-FRZ-054,Olive Oil 1L,Frozen,27,10.57,15.19,66,410.07,285.40,30.40,45.42,79.25
2025-11-08,SKU-PRD-042,Greek Yogurt 4pk,Produce,10,6.39,9.58,129,95.80,63.94,33.26,3.24,28.62
2025-03-21,SKU-BEV-034,Pasta 16oz,Beverages,3,5.20,7.21,60,21.64,15.61,27.88,3.64,2.40
2025-08-15,SKU-BEV-096,Laundry Detergent 64oz,Beverages,16,13.64,25.89,37,414.28,218.20,47.33,64.82,131.26
2025-09-14,SKU-DRY-116,Salmon Fillet (lb),Dairy,6,15.06,27.41,30,164.46,90.36,45.06,13.22,60.88
2025-12-19,SKU-MET-032,Soda 12oz 6pk,Meat,2,17.45,35.33,205,70.66,34.89,50.62,0.99,34.78
2025-12-12,SKU-PRD-021,Greek Yogurt 4pk,Produce,14,17.82,29.13,57,407.84,249.44,38.84,71.35,87.05
2025-08-18,SKU-SNK-001,Olive Oil 1L,Snacks,29,2.23,2.73,17,79.26,64.76,18.29,10.37,4.13
2025-11-14,SKU-PAN-021,Pasta 16oz,Pantry,6,6.71,11.39,211,68.34,40.27,41.07,2.86,25.20
2025-11-16,SKU-BAK-103,Potato Chips 8oz,Bakery,4,11.13,13.80,91,55.21,44.52,19.37,7.77,2.92
2025-07-26,SKU-BEV-106,Dish Soap 24oz,Beverages,11,10.21,12.75,93,140.26,112.34,19.90,18.92,8.99
